Transaction Date,Created Date,Order ID,Currency Code,Amount,Service Tax Collected,Swachh Bharat Cess,Order Total,Payment Status,Order Status,Course Title,SC ID
2016-06-17 07:57:04,2016-06-17 06:58:32,43630,INR,3750,525,19,4313,success,completed,Certificate in Advanced MS Excel 2010,SCG7CR
2016-06-17 07:02:03,2016-06-17 06:57:28,43629,INR,4362,611,22,5016,success,completed,Online Android App Development,SCG7CR
2016-06-17 06:56:03,2016-06-17 06:48:15,43626,INR,3750,525,19,4313,success,completed,Certificate in Advanced MS Excel 2010,SCG7CR
2016-06-17 07:30:00,2016-06-17 06:42:35,43623,INR,10500,1470,53,12075,canceled,canceled,Advanced Business Analytics with R,SCTOWERS
2016-06-17 05:45:02,2016-06-17 05:42:40,43603,INR,3750,525,19,4313,success,completed,Certificate in Advanced MS Excel 2010,SCG7CR
2016-06-18 10:14:03,2016-06-17 05:27:56,43596,INR,22500,3150,113,25875,success,completed,Digital Marketing Professional Program in association with Google,SCTOWERS
2016-06-17 05:21:03,2016-06-17 05:16:50,43594,INR,9518,1332,48,10945,success,completed,Project Management ,SCG7CR
2016-06-17 10:37:03,2016-06-17 05:01:40,43588,INR,9518,1332,48,10945,success,completed,Project Management ,SCG7CR
2016-06-17 12:00:00,2016-06-17 04:48:23,43579,INR,6755,946,34,7768,canceled,canceled,Cloud Computing with MS Azure,
2016-06-20 01:29:01,2016-06-17 04:38:49,43578,INR,3750,525,19,4313,success,completed,Certificate in Advanced MS Excel 2010,SCG7CR
2016-06-17 12:00:00,2016-06-17 04:35:01,43577,INR,3750,525,19,4313,success,completed,Certificate in Advanced MS Excel 2010,
2016-06-20 01:43:04,2016-06-17 04:24:43,43568,INR,3750,525,19,4313,success,completed,Certificate in Advanced MS Excel 2010,SCG7CR
2016-06-17 05:41:02,2016-06-17 04:18:31,43562,INR,9548,1337,48,10980,success,completed,Digital Marketing Certification,SCTOWERS
2016-06-18 12:00:00,2016-06-17 04:16:35,43560,INR,17501,2450,88,20126,success,completed,Finance for Non-finance,
2016-06-17 04:11:02,2016-06-17 04:06:26,43552,INR,3750,525,19,4313,success,completed,Certificate in Advanced MS Excel 2010,SCG7CR
2016-06-17 08:48:03,2016-06-17 04:03:48,43551,INR,525,74,3,604,success,completed,Cloud Computing Applications|Importance of Project Management,
2016-06-17 03:35:03,2016-06-17 03:33:03,43529,INR,3750,525,19,4313,success,completed,Certificate in Advanced MS Excel 2010,SCG7CR
2016-06-17 04:21:38,2016-06-17 03:19:00,43527,INR,21000,2940,105,24150,success,completed,Digital Marketing Professional Program in association with Google,SC0107
2016-06-17 03:44:02,2016-06-17 02:45:40,43512,INR,24000,3360,120,27600,success,completed,Digital Marketing Professional Program in association with Google,SCG7CR
2016-06-19 01:34:38,2016-06-17 02:21:44,43505,INR,6000,840,30,6900,failure,canceled,Bank Probationary Officer (PO) Exam Coaching,SC0176
2016-06-17 02:15:02,2016-06-17 02:12:57,43503,INR,3750,525,19,4313,success,completed,Certificate in Advanced MS Excel 2010,SCG7CR
2016-06-17 06:00:00,2016-06-17 12:29:25,43483,INR,8126,,,8126,canceled,canceled,Digital Marketing Certification,SCG7CR
2016-06-17 12:29:03,2016-06-17 12:22:14,43478,INR,10500,1470,53,12075,success,completed,Advanced Business Analytics with R,SCTOWERS
2016-06-17 12:30:02,2016-06-17 12:13:49,43476,INR,28463,,,28463,success,completed,Digital Marketing Professional Program in association with Google,SCG7CR
2016-06-17 12:23:05,2016-06-17 12:06:27,43474,INR,28463,,,28463,success,completed,Digital Marketing Professional Program in association with Google,SCG7CR
2016-06-17 01:54:02,2016-06-17 12:01:46,43471,INR,24000,3360,120,27600,success,completed,Digital Marketing Professional Program in association with Google,SCTOWERS
2016-06-17 12:00:00,2016-06-17 11:59:28,43465,INR,24000,3360,120,27600,success,completed,Digital Marketing Professional Program in association with Google,SC0105
2016-06-17 12:08:02,2016-06-17 11:39:48,43438,INR,22500,3150,113,25875,success,completed,Digital Marketing Professional Program in association with Google,SCG7CR
2016-06-17 11:54:16,2016-06-17 11:32:47,43432,INR,9088,1272,45,10451,success,completed,Business Analytics ,SCTOWERS
2016-06-17 11:22:01,2016-06-17 11:16:42,43423,INR,9000,1260,45,10350,success,completed,Project Management ,
2016-06-17 11:14:05,2016-06-17 11:07:18,43414,INR,8545,,,8545,success,completed,Cloud Computing with MS Azure,SCG7CR
2016-06-17 10:27:01,2016-06-17 10:22:21,43389,INR,6001,840,30,6901,success,completed,Business Analytics ,SCG7CR
2016-06-18 10:00:00,2016-06-17 10:10:53,43384,INR,22500,3150,113,25875,success,completed,Digital Marketing Professional Program in association with Google,SCTOWERS
2016-06-17 11:31:02,2016-06-17 09:53:03,43378,INR,9088,1272,45,10451,success,completed,Business Analytics ,SC0106
2016-06-17 10:12:01,2016-06-17 09:14:56,43373,INR,263,37,1,302,success,completed,Understanding Social Media Marketing,
2016-06-17 10:05:04,2016-06-17 08:48:54,43368,INR,6755,946,34,7768,success,completed,Cloud Computing with MS Azure,SCG7CR
2016-06-17 07:52:00,2016-06-17 07:47:13,43367,INR,4000,560,20,4600,success,completed,Certificate in Advanced MS Excel 2010,SCG7CR
2016-06-18 12:08:05,2016-06-17 12:23:49,43361,INR,11911,1668,60,13698,success,completed,Big Data Analytics using Hadoop ,
2016-06-16 08:30:00,2016-06-16 08:12:54,43349,INR,3750,525,19,4313,success,completed,Certificate in Advanced MS Excel 2010,SCG7CR
2016-06-16 08:17:05,2016-06-16 08:05:57,43348,INR,4500,630,23,5175,success,completed,Certificate in Advanced MS Excel 2010,
2016-06-16 07:50:05,2016-06-16 07:17:08,43344,INR,6755,946,34,7768,success,completed,Cloud Computing with MS Azure,SCTOWERS
2016-06-17 12:45:02,2016-06-16 06:59:38,43336,INR,12078,,,12078,success,completed,Digital Marketing Certification,SCG7CR
2016-06-17 05:55:05,2016-06-16 06:45:06,43335,INR,10500,1470,53,12075,success,completed,Advanced Business Analytics with R,SCTOWERS
2016-06-16 06:37:04,2016-06-16 06:33:04,43332,INR,22500,3150,113,25875,success,completed,Digital Marketing Professional Program in association with Google,SCG7CR
2016-06-16 08:58:02,2016-06-16 06:17:12,43328,INR,21000,2940,105,24150,success,completed,Digital Marketing Professional Program in association with Google,SCG7CR
2016-06-16 11:17:05,2016-06-16 05:34:08,43316,INR,10500,1470,53,12075,success,completed,Advanced Business Analytics with R,SCG7CR
2016-06-16 07:53:03,2016-06-16 05:29:21,43313,INR,4501,630,23,5176,success,completed,Business Analytics ,SCG7CR
2016-06-16 05:30:01,2016-06-16 05:27:09,43311,INR,22607,3165,113,25998,success,completed,Certified Scrum Master Training,SCTOWERS
2016-06-16 05:33:03,2016-06-16 05:17:03,43306,INR,22607,3165,113,25998,success,completed,Certified Scrum Master Training,SCTOWERS
2016-06-16 07:53:05,2016-06-16 05:16:00,43305,INR,22500,3150,113,25875,success,completed,Digital Marketing Professional Program in association with Google,SCTOWERS
2016-06-16 04:56:01,2016-06-16 04:47:24,43295,INR,6423,899,32,7387,success,completed,Digital Marketing Certification,SCG7CR
2016-06-16 12:00:00,2016-06-16 04:40:55,43292,INR,10877,1523,54,12509,success,completed,Project Management ,SCG7CR
2016-06-16 04:25:04,2016-06-16 04:16:33,43273,INR,9518,1332,48,10945,success,completed,Project Management ,SCG7CR
